DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Collector (Labslip),Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Sample Comments,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
"403","DNR_STORET","PH LAB","7.71","SU","","","06/04/2019 10:49 AM","06/06/2019 01:27 PM","","0 to 6 Feet","113133790","449947002","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","SM2510B,EPA150.1,SM2320B","","","","","","","703032","161995995","1000800","LL060419","LL060419","CSLS","DEEP HOLE/ INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/05/2019","06/17/2019","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"410","DNR_STORET","ALKALINITY TOTAL CACO3","48.2","MG/L","","","06/04/2019 10:49 AM","06/06/2019 01:27 PM","","0 to 6 Feet","113133790","449947002","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","SM2510B,EPA150.1,SM2320B","","","20.0","","20.0","","703032","161995995","1000800","LL060419","LL060419","CSLS","DEEP HOLE/ INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/05/2019","06/17/2019","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","10.0","MG/L","","","06/04/2019 10:49 AM","06/12/2019 11:32 AM","","0 to 6 Feet","113133790","449947002","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.100","","0.300","","703032","161995995","1000800","LL060419","LL060419","CSLS","DEEP HOLE/ INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/05/2019","06/17/2019","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","5.87","MG/L","","","06/04/2019 10:49 AM","06/12/2019 11:32 AM","","0 to 6 Feet","113133790","449947002","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.100","","0.300","","703032","161995995","1000800","LL060419","LL060419","CSLS","DEEP HOLE/ INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/05/2019","06/17/2019","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","49.2","MG/L","","","06/04/2019 10:49 AM","06/12/2019 11:32 AM","","0 to 6 Feet","113133790","449947002","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.660","","2.00","","703032","161995995","1000800","LL060419","LL060419","CSLS","DEEP HOLE/ INTEGRATED SAMPLER","LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE","","44.20666","-89.45473","44.20666","-89.45473","06/05/2019","06/17/2019","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"95","DNR_STORET","CONDUCTIVITY, UMHOS/CM @ 25C","324","uS/cm","","","06/04/2019 09:50 AM","06/06/2019 01:37 PM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","SM2510B,EPA150.1,SM2320B","","","10.0","","10.0","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"403","DNR_STORET","PH LAB","8.18","SU","","","06/04/2019 09:50 AM","06/06/2019 01:37 PM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","SM2510B,EPA150.1,SM2320B","","","","","","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"410","DNR_STORET","ALKALINITY TOTAL CACO3","149","MG/L","","","06/04/2019 09:50 AM","06/06/2019 01:37 PM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","SM2510B,EPA150.1,SM2320B","","","20.0","","20.0","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"918","DNR_STORET","CALCIUM TOTAL RECOVERABLE","35.1","MG/L","","","06/04/2019 09:50 AM","06/12/2019 11:37 AM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"921","DNR_STORET","MAGNESIUM TOTAL RECOVERABLE","15.7","MG/L","","","06/04/2019 09:50 AM","06/12/2019 11:37 AM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.100","","0.300","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"899","DNR_STORET","HARDNESS TOTAL RECOVERABLE CALCULATION","153","MG/L","","","06/04/2019 09:50 AM","06/12/2019 11:37 AM","","0 to 6 Feet","113133790","449947003","CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR","EPA 200.7","","","0.660","","2.00","","10050786","161996064","1012500","PFL060419","PFL060419","CSLS","DEEP HOLE/ INETGRATED SAMPLER","PLAINFIELD LAKE-DEEP HOLE","","44.20713","-89.47346","44.20713","-89.47346","06/05/2019","06/17/2019","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","Fourteenmile Creek","Waushara","Central Wisconsin","WQ030"
"32","DNR_STORET","CLOUD COVER","98","%","","Observations, Other Field Parameters Unspecified","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"20","DNR_STORET","AMBIENT AIR TEMPERATURE - FIELD","72","DEGREES F","","Observations, Other Field Parameters Unspecified","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"49701","DNR_STORET","SECCHI DEPTH - FEET","3.3","FEET","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"99420","DNR_STORET","SECCHI DEPTH HIT BOTTOM","YES","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90003","SWIMS","WATER LEVEL (VISUAL)","HIGH","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90000","SWIMS","WATER COLUMN APPEARANCE","CLEAR","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90001","SWIMS","WATER COLOR (VISUAL)","GREEN","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"90002","SWIMS","USER PERCEPTION OF WATER QUALITY","1-Beautiful, could not be nicer","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"32","DNR_STORET","CLOUD COVER","98","%","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"20","DNR_STORET","AMBIENT AIR TEMPERATURE - FIELD","72","DEGREES F","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"35","DNR_STORET","WIND VELOCITY (MILES PER HOUR)","1","MPH","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"4186","SWIMS","DO Meter Calibrated?","YES","","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","21.1","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","6.75","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.86","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","318","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","0 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","19.7","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.52","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.74","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","317.6","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM",".5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","19.2","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.91","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.76","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","317.9","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","19.1","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.79","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.74","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","317.6","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","1.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","18.7","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","5.29","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.72","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","318","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"10","DNR_STORET","TEMPERATURE FIELD","18.3","DEGREES C","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"300","DNR_STORET","DISSOLVED OXYGEN FIELD","6","MG/L","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"400","DNR_STORET","PH FIELD","7.73","SU","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"94","DNR_STORET","CONDUCTIVITY FIELD","316.1","UMHOS/CM","","","06/18/2019 03:07 PM","06/18/2019 03:07 PM","2.5 Meters","","","","","","","","","","","","10050786","","","","","","","","","0.0","0.0","44.20713","-89.47346","","","10050786","Plainfield Lake - Deep Hole","1012500","Plainfield Lake","LAKE-DEEPEST SPOT","","NA","",""
"99420","DNR_STORET","SECCHI DEPTH HIT BOTTOM","YES","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 04:26 PM","06/18/2019 04:26 PM","","","","","","","","","","","","","703032","","","","","","","","","0.0","0.0","44.20666","-89.45473","","","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","","NA","",""
"90003","SWIMS","WATER LEVEL (VISUAL)","HIGH","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 04:26 PM","06/18/2019 04:26 PM","","","","","","","","","","","","","703032","","","","","","","","","0.0","0.0","44.20666","-89.45473","","","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","","NA","",""
"90000","SWIMS","WATER COLUMN APPEARANCE","CLEAR","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 04:26 PM","06/18/2019 04:26 PM","","","","","","","","","","","","","703032","","","","","","","","","0.0","0.0","44.20666","-89.45473","","","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","","NA","",""
"90001","SWIMS","WATER COLOR (VISUAL)","BROWN","","","CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986","06/18/2019 04:26 PM","06/18/2019 04:26 PM","","","","","","","","","","","","","703032","","","","","","","","","0.0","0.0","44.20666","-89.45473","","","703032","Long Lake (2009e17) Plainfield - Deep Hole","1000800","Long Lake","LAKE-DEEPEST SPOT","","NA","",""
